id,title,title_ar,title_fr,country,education_level,grade,stream,stream_name,subject,subject_name,content_type,year,session,term,source_name,source_url,file_url,file_type,language,has_solution,solution_url,estimated_pages,estimated_questions,topic,topics,skills,difficulty,source_type,rights_status,quality_status,duplicate_of,alternate_sources_count,notes,discovered_at
"shater-bac_official-2010-langues_etrangeres-history_geography-30994","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2010 (2010)","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2010","Histoire et Géographie - BAC 2010 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","history_geography","التاريخ والجغرافيا","bac_official",2010,"regular","","DzExams","https://www.dzexams.com/ar/annales/QlgxZWVYdFBqV1ZtNitCenYwbGE0UT09","https://www.dzexams.com/viewer/sujet/QlgxZWVYdFBqV1ZtNitCenYwbGE0UT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/QlgxZWVYdFBqV1ZtNitCenYwbGE0UT09",4,8,"التاريخ والجغرافيا - لغات أجنبية","التاريخ والجغرافيا;لغات أجنبية;بكالوريا 2010;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:52.533Z"
"shater-bac_official-2009-langues_etrangeres-history_geography-30990","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2009 (2009)","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2009","Histoire et Géographie - BAC 2009 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","history_geography","التاريخ والجغرافيا","bac_official",2009,"regular","","DzExams","https://www.dzexams.com/ar/annales/RUxlMldIU25rQWFSQzZCNVVDMUswQT09","https://www.dzexams.com/viewer/sujet/RUxlMldIU25rQWFSQzZCNVVDMUswQT09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/RUxlMldIU25rQWFSQzZCNVVDMUswQT09",4,8,"التاريخ والجغرافيا - لغات أجنبية","التاريخ والجغرافيا;لغات أجنبية;بكالوريا 2009;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:52.533Z"
"shater-bac_official-2008-langues_etrangeres-history_geography-30885","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2008 (2008)","موضوع التاريخ والجغرافيا - شعبة ل أ - شهادة البكالوريا 2008","Histoire et Géographie - BAC 2008 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","history_geography","التاريخ والجغرافيا","bac_official",2008,"regular","","DzExams","https://www.dzexams.com/ar/annales/d0FHb3RaN2VXb2swd2JETTE1L3drdz09","https://www.dzexams.com/viewer/sujet/d0FHb3RaN2VXb2swd2JETTE1L3drdz09","pdf","ar",TRUE,"https://www.dzexams.com/ar/annales/d0FHb3RaN2VXb2swd2JETTE1L3drdz09",4,8,"التاريخ والجغرافيا - لغات أجنبية","التاريخ والجغرافيا;لغات أجنبية;بكالوريا 2008;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:52.533Z"
"shater-bac_official-2026-lettres_philo-french-49336","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2026 (2026)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2026","Français - BAC 2026 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2026,"regular","","DzExams","https://www.dzexams.com/ar/annales/ODZuU0hqUjB3cG93OFJ4ZkF3aVBuUT09","https://www.dzexams.com/viewer/sujet/ODZuU0hqUjB3cG93OFJ4ZkF3aVBuUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/ODZuU0hqUjB3cG93OFJ4ZkF3aVBuUT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2026;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2025-lettres_philo-french-46778","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2025 (2025)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2025","Français - BAC 2025 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2025,"regular","","DzExams","https://www.dzexams.com/ar/annales/SWpGb1VNbEpCdHd6TW1IY1JSRnVoZz09","https://www.dzexams.com/viewer/sujet/SWpGb1VNbEpCdHd6TW1IY1JSRnVoZz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/SWpGb1VNbEpCdHd6TW1IY1JSRnVoZz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2025;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2024-lettres_philo-french-40677","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2024 (2024)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2024","Français - BAC 2024 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2024,"regular","","DzExams","https://www.dzexams.com/ar/annales/SGdnU3lNa2txOURMME50UUVPa2hsdz09","https://www.dzexams.com/viewer/sujet/SGdnU3lNa2txOURMME50UUVPa2hsdz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/SGdnU3lNa2txOURMME50UUVPa2hsdz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2024;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2023-lettres_philo-french-32222","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2023 (2023)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2023","Français - BAC 2023 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2023,"regular","","DzExams","https://www.dzexams.com/ar/annales/cGtjZFNDWEtZMkdGYXh6ZFVXakNXZz09","https://www.dzexams.com/viewer/sujet/cGtjZFNDWEtZMkdGYXh6ZFVXakNXZz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/cGtjZFNDWEtZMkdGYXh6ZFVXakNXZz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2023;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2022-lettres_philo-french-27540","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2022 (2022)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2022","Français - BAC 2022 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2022,"regular","","DzExams","https://www.dzexams.com/ar/annales/TVQyc3ZqdnN4cTR1QlhXVDFPWmZmUT09","https://www.dzexams.com/viewer/sujet/TVQyc3ZqdnN4cTR1QlhXVDFPWmZmUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/TVQyc3ZqdnN4cTR1QlhXVDFPWmZmUT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2022;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2021-lettres_philo-french-438","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2021 (2021)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2021","Français - BAC 2021 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2021,"regular","","DzExams","https://www.dzexams.com/ar/annales/TytQNDUzN1BwakROa25USzB5S0Jhdz09","https://www.dzexams.com/viewer/sujet/TytQNDUzN1BwakROa25USzB5S0Jhdz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/TytQNDUzN1BwakROa25USzB5S0Jhdz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2021;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2020-lettres_philo-french-439","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2020 (2020)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2020","Français - BAC 2020 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2020,"regular","","DzExams","https://www.dzexams.com/ar/annales/cldlMWJmeVZyNERqUk5JcFVQQnJ5UT09","https://www.dzexams.com/viewer/sujet/cldlMWJmeVZyNERqUk5JcFVQQnJ5UT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/cldlMWJmeVZyNERqUk5JcFVQQnJ5UT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2020;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2019-lettres_philo-french-440","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2019 (2019)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2019","Français - BAC 2019 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2019,"regular","","DzExams","https://www.dzexams.com/ar/annales/Qkw1NEo4STN0d2EyV2RMTFlCTkhyUT09","https://www.dzexams.com/viewer/sujet/Qkw1NEo4STN0d2EyV2RMTFlCTkhyUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/Qkw1NEo4STN0d2EyV2RMTFlCTkhyUT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2019;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2018-lettres_philo-french-441","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2018 (2018)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2018","Français - BAC 2018 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2018,"regular","","DzExams","https://www.dzexams.com/ar/annales/ZnhleEcwRnlBNVc2a1NJMjRDNTdudz09","https://www.dzexams.com/viewer/sujet/ZnhleEcwRnlBNVc2a1NJMjRDNTdudz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/ZnhleEcwRnlBNVc2a1NJMjRDNTdudz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2018;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2017-lettres_philo-french-442","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2017 (2017)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2017","Français - BAC 2017 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2017,"regular","","DzExams","https://www.dzexams.com/ar/annales/SWV3amVVOEpwSDJpOEFkbC9SZC9aQT09","https://www.dzexams.com/viewer/sujet/SWV3amVVOEpwSDJpOEFkbC9SZC9aQT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/SWV3amVVOEpwSDJpOEFkbC9SZC9aQT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2017;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",3,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.207Z"
"shater-bac_official-2016-lettres_philo-french-444","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2016 (2016)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2016","Français - BAC 2016 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2016,"regular","","DzExams","https://www.dzexams.com/ar/annales/U3IxL0dsY0R5OVJKd1RvMnpPMkovQT09","https://www.dzexams.com/viewer/sujet/U3IxL0dsY0R5OVJKd1RvMnpPMkovQT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/U3IxL0dsY0R5OVJKd1RvMnpPMkovQT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2016;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2015-lettres_philo-french-445","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2015 (2015)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2015","Français - BAC 2015 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2015,"regular","","DzExams","https://www.dzexams.com/ar/annales/aGJ3Y2UvSEJ6VFkyRXVuYzBoWDdLdz09","https://www.dzexams.com/viewer/sujet/aGJ3Y2UvSEJ6VFkyRXVuYzBoWDdLdz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/aGJ3Y2UvSEJ6VFkyRXVuYzBoWDdLdz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2015;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2014-lettres_philo-french-446","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2014 (2014)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2014","Français - BAC 2014 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2014,"regular","","DzExams","https://www.dzexams.com/ar/annales/YkxTRnpGQjkyM2xDUE1HRlpmWWZkUT09","https://www.dzexams.com/viewer/sujet/YkxTRnpGQjkyM2xDUE1HRlpmWWZkUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/YkxTRnpGQjkyM2xDUE1HRlpmWWZkUT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2014;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2013-lettres_philo-french-447","موضوع اللغة الفرنسية - ش��بة آ ف - شهادة البكالوريا 2013 (2013)","موضوع اللغة الفرنسية - ش��بة آ ف - شهادة البكالوريا 2013","Français - BAC 2013 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2013,"regular","","DzExams","https://www.dzexams.com/ar/annales/ZFY1UUNCWXl5REp4L0o4YVVwMWV0dz09","https://www.dzexams.com/viewer/sujet/ZFY1UUNCWXl5REp4L0o4YVVwMWV0dz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/ZFY1UUNCWXl5REp4L0o4YVVwMWV0dz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2013;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2012-lettres_philo-french-448","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2012 (2012)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2012","Français - BAC 2012 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2012,"regular","","DzExams","https://www.dzexams.com/ar/annales/K0VONnlXTmlvMVV0QUtGQ043dFIrQT09","https://www.dzexams.com/viewer/sujet/K0VONnlXTmlvMVV0QUtGQ043dFIrQT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/K0VONnlXTmlvMVV0QUtGQ043dFIrQT09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2012;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2011-lettres_philo-french-30960","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2011 (2011)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2011","Français - BAC 2011 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2011,"regular","","DzExams","https://www.dzexams.com/ar/annales/QWxrNVp6QkdCOW1xdEMzQTUyM0Uxdz09","https://www.dzexams.com/viewer/sujet/QWxrNVp6QkdCOW1xdEMzQTUyM0Uxdz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/QWxrNVp6QkdCOW1xdEMzQTUyM0Uxdz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2011;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2010-lettres_philo-french-30951","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2010 (2010)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2010","Français - BAC 2010 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2010,"regular","","DzExams","https://www.dzexams.com/ar/annales/UHM4QkJDeURTbGxnUDB4ZXVEZ0NKZz09","https://www.dzexams.com/viewer/sujet/UHM4QkJDeURTbGxnUDB4ZXVEZ0NKZz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/UHM4QkJDeURTbGxnUDB4ZXVEZ0NKZz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2010;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2009-lettres_philo-french-30942","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2009 (2009)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2009","Français - BAC 2009 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2009,"regular","","DzExams","https://www.dzexams.com/ar/annales/dXo1ZlBhUkJqMkNUdVc5T3NlWlg4Zz09","https://www.dzexams.com/viewer/sujet/dXo1ZlBhUkJqMkNUdVc5T3NlWlg4Zz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/dXo1ZlBhUkJqMkNUdVc5T3NlWlg4Zz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2009;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2008-lettres_philo-french-30878","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2008 (2008)","موضوع اللغة الفرنسية - شعبة آ ف - شهادة البكالوريا 2008","Français - BAC 2008 (Lettres et Philosophie)","DZ","secondary","3AS","lettres_philo","آداب وفلسفة","french","اللغة الفرنسية","bac_official",2008,"regular","","DzExams","https://www.dzexams.com/ar/annales/NkY2akk1c01JUVJxdm1ld2JLT25wdz09","https://www.dzexams.com/viewer/sujet/NkY2akk1c01JUVJxdm1ld2JLT25wdz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/NkY2akk1c01JUVJxdm1ld2JLT25wdz09",4,8,"اللغة الفرنسية - آداب وفلسفة","اللغة الفرنسية;آداب وفلسفة;بكالوريا 2008;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.208Z"
"shater-bac_official-2026-langues_etrangeres-french-49344","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2026 (2026)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2026","Français - BAC 2026 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2026,"regular","","DzExams","https://www.dzexams.com/ar/annales/U1grMFBDc1NzaDc3OG01YkhvR1JwZz09","https://www.dzexams.com/viewer/sujet/U1grMFBDc1NzaDc3OG01YkhvR1JwZz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/U1grMFBDc1NzaDc3OG01YkhvR1JwZz09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2026;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.284Z"
"shater-bac_official-2025-langues_etrangeres-french-46779","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2025 (2025)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2025","Français - BAC 2025 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2025,"regular","","DzExams","https://www.dzexams.com/ar/annales/RkxlK21oVkY4Sy9LYk90eUZsK0FOUT09","https://www.dzexams.com/viewer/sujet/RkxlK21oVkY4Sy9LYk90eUZsK0FOUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/RkxlK21oVkY4Sy9LYk90eUZsK0FOUT09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2025;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.284Z"
"shater-bac_official-2024-langues_etrangeres-french-40676","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2024 (2024)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2024","Français - BAC 2024 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2024,"regular","","DzExams","https://www.dzexams.com/ar/annales/Y3g0dThHcXlxbFlxNkZ3R1ZjV3RnUT09","https://www.dzexams.com/viewer/sujet/Y3g0dThHcXlxbFlxNkZ3R1ZjV3RnUT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/Y3g0dThHcXlxbFlxNkZ3R1ZjV3RnUT09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2024;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.284Z"
"shater-bac_official-2023-langues_etrangeres-french-32221","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2023 (2023)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2023","Français - BAC 2023 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2023,"regular","","DzExams","https://www.dzexams.com/ar/annales/NzNObExyeFppQmphL1NBZTJtV1M2UT09","https://www.dzexams.com/viewer/sujet/NzNObExyeFppQmphL1NBZTJtV1M2UT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/NzNObExyeFppQmphL1NBZTJtV1M2UT09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2023;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.284Z"
"shater-bac_official-2022-langues_etrangeres-french-27539","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2022 (2022)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2022","Français - BAC 2022 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2022,"regular","","DzExams","https://www.dzexams.com/ar/annales/RVJXZW0xZ2RUSjU3aWd6d2Vaa2FOQT09","https://www.dzexams.com/viewer/sujet/RVJXZW0xZ2RUSjU3aWd6d2Vaa2FOQT09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/RVJXZW0xZ2RUSjU3aWd6d2Vaa2FOQT09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2022;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.284Z"
"shater-bac_official-2021-langues_etrangeres-french-449","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2021 (2021)","موضوع اللغة الفرنسية - شعبة ل أ - شهادة البكالوريا 2021","Français - BAC 2021 (Langues Étrangères)","DZ","secondary","3AS","langues_etrangeres","لغات أجنبية","french","اللغة الفرنسية","bac_official",2021,"regular","","DzExams","https://www.dzexams.com/ar/annales/cWxTQWlMMDAxZlF2bW9SZmhoVFA3dz09","https://www.dzexams.com/viewer/sujet/cWxTQWlMMDAxZlF2bW9SZmhoVFA3dz09","pdf","fr",TRUE,"https://www.dzexams.com/ar/annales/cWxTQWlMMDAxZlF2bW9SZmhoVFA3dz09",4,8,"اللغة الفرنسية - لغات أجنبية","اللغة الفرنسية;لغات أجنبية;بكالوريا 2021;امتحان رسمي","needs_mapping","standard_bac","education_platform","official_public_reference","verified","",2,"Verified against authentic Algerian educational curriculum repository.","2026-09-19T01:55:54.285Z"
